scaffold	phylum	count	all.phylum.assignments	class	all.class.assignments
7531	Deinococcus-Thermus	10	Deinococcus-Thermus;Deinococcus-Thermus;Deinococcus-Thermus;Deinococcus-Thermus;Deinococcus-Thermus;Deinococcus-Thermus;Deinococcus-Thermus;Deinococcus-Thermus;Deinococcus-Thermus;Deinococcus-Thermus	Deinococci	Deinococci;Deinococci;Deinococci;Deinococci;Deinococci;Deinococci;Deinococci;Deinococci;Deinococci;Deinococci
1619	Proteobacteria	2	Proteobacteria;Proteobacteria	Betaproteobacteria	NA;Betaproteobacteria
83430	Bacteroidetes/Chlorobi group	2	Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes;Bacteroidetes
40615	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
31259	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
12484	Proteobacteria	3	Proteobacteria;Proteobacteria;Proteobacteria	Betaproteobacteria	NA;Betaproteobacteria;Betaproteobacteria
48239	Chloroflexi <phylum>	1	Chloroflexi <phylum>	Anaerolineae	Anaerolineae
32689	Proteobacteria	1	Proteobacteria	NA	NA
81471	Proteobacteria	1	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
23139	Proteobacteria	1	Proteobacteria	NA	NA
22627	Firmicutes	1	Firmicutes	Clostridia	Clostridia
82651	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
1786	Proteobacteria	7	Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria	Gammaproteobacteria	NA;NA;NA;NA;NA;Gammaproteobacteria;Gammaproteobacteria
89079	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
49059	Proteobacteria	1	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
42885	Proteobacteria	1	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
11241	Proteobacteria	1	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
91639	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
42375	Proteobacteria	2	Proteobacteria;Proteobacteria	Betaproteobacteria	Betaproteobacteria;Betaproteobacteria
77073	Deinococcus-Thermus	1	Deinococcus-Thermus	Deinococci	Deinococci
68517	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
94326	Chlamydiae/Verrucomicrobia group	1	Chlamydiae/Verrucomicrobia group	Chlamydiae	Chlamydiae
46972	Proteobacteria	1	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
57022	Proteobacteria	2	Proteobacteria;Proteobacteria	Gammaproteobacteria	Gammaproteobacteria;Gammaproteobacteria
3578	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
25546	Actinobacteria <phylum>	2	Actinobacteria <phylum>;Actinobacteria <phylum>	Actinobacteria	Actinobacteria;Actinobacteria
5735	unclassified Bacteria	1	unclassified Bacteria	candidate division TM7	candidate division TM7
70545	Proteobacteria	1	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
54689	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
2773	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
9706	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
21929	Actinobacteria <phylum>	3	Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>	Actinobacteria	Actinobacteria;Actinobacteria;Actinobacteria
56278	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
10977	Proteobacteria	1	Proteobacteria	NA	NA
82482	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
82311	Proteobacteria	2	Proteobacteria;Proteobacteria	Alphaproteobacteria	Alphaproteobacteria;Alphaproteobacteria
46454	Proteobacteria	1	Proteobacteria	NA	NA
49618	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
32865	Proteobacteria	1	Proteobacteria	Betaproteobacteria	Betaproteobacteria
1939	Proteobacteria	1	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
3876	Firmicutes	1	Firmicutes	Bacilli	Bacilli
8287	Proteobacteria	6	Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria	Gammaproteobacteria	NA;NA;NA;NA;Gammaproteobacteria;Gammaproteobacteria
85577	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
34492	unclassified Bacteria	1	unclassified Bacteria	candidate division TM7	candidate division TM7
77626	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
96524	Proteobacteria	2	Proteobacteria;Proteobacteria	Gammaproteobacteria	Gammaproteobacteria;Gammaproteobacteria
55978	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
97055	Proteobacteria	1	Proteobacteria	Betaproteobacteria	Betaproteobacteria
63303	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
86948	Proteobacteria	3	Proteobacteria;Proteobacteria;Proteobacteria	Alphaproteobacteria	Alphaproteobacteria;Alphaproteobacteria;Alphaproteobacteria
31346	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
3335	Proteobacteria	2	Proteobacteria;Proteobacteria	NA	NA
812	unclassified Bacteria	1	unclassified Bacteria	candidate division TM7	candidate division TM7
1962	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
2561	Proteobacteria	1	Proteobacteria	Betaproteobacteria	Betaproteobacteria
7394	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
36841	Bacteroidetes/Chlorobi group	4	Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes;Bacteroidetes;Bacteroidetes;Bacteroidetes
92377	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
61749	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
40894	Proteobacteria	2	Proteobacteria;Proteobacteria	Betaproteobacteria	Betaproteobacteria;Betaproteobacteria
27634	Proteobacteria	1	Proteobacteria	NA	NA
12669	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
32804	Proteobacteria	1	Proteobacteria	NA	NA
8617	Actinobacteria <phylum>	3	Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>	Actinobacteria	Actinobacteria;Actinobacteria;Actinobacteria
67430	unclassified Bacteria	1	unclassified Bacteria	candidate division TM7	candidate division TM7
73655	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
79955	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
29427	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
91093	Proteobacteria	1	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
17974	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
77113	Proteobacteria	1	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
54704	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
16147	Proteobacteria	2	Proteobacteria;Proteobacteria	Betaproteobacteria	Betaproteobacteria;Betaproteobacteria
20470	Bacteroidetes/Chlorobi group	2	Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes;Bacteroidetes
3493	Proteobacteria	4	Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria	Gammaproteobacteria	NA;NA;NA;Gammaproteobacteria
94015	Proteobacteria	2	Proteobacteria;Proteobacteria	Gammaproteobacteria	NA;Gammaproteobacteria
55909	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
28106	Proteobacteria	2	Proteobacteria;Proteobacteria	Gammaproteobacteria	Gammaproteobacteria;Gammaproteobacteria
71857	Proteobacteria	2	Proteobacteria;Proteobacteria	Gammaproteobacteria	NA;Gammaproteobacteria
2175	Proteobacteria	1	Proteobacteria	NA	NA
26267	Proteobacteria	1	Proteobacteria	Betaproteobacteria	Betaproteobacteria
25397	Deinococcus-Thermus	2	Deinococcus-Thermus;Deinococcus-Thermus	Deinococci	Deinococci;Deinococci
2490	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
93829	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
95381	Proteobacteria	3	Proteobacteria;Proteobacteria;Proteobacteria	Alphaproteobacteria	Alphaproteobacteria;Alphaproteobacteria;Alphaproteobacteria
7348	Actinobacteria <phylum>	3	Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>	Actinobacteria	Actinobacteria;Actinobacteria;Actinobacteria
68105	Proteobacteria	1	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
62844	Proteobacteria	1	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
17270	Proteobacteria	1	Proteobacteria	NA	NA
93071	Proteobacteria	1	Proteobacteria	NA	NA
52239	Deinococcus-Thermus	1	Deinococcus-Thermus	Deinococci	Deinococci
94146	Proteobacteria	1	Proteobacteria	NA	NA
36074	Chloroflexi <phylum>	1	Chloroflexi <phylum>	Caldilineae	Caldilineae
75457	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
44235	Proteobacteria	1	Proteobacteria	NA	NA
6683	Actinobacteria <phylum>	6	Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>	Actinobacteria	Actinobacteria;Actinobacteria;Actinobacteria;Actinobacteria;Actinobacteria;Actinobacteria
2042	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
78132	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
13467	Proteobacteria	1	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
3748	Actinobacteria <phylum>	2	Actinobacteria <phylum>;Actinobacteria <phylum>	Actinobacteria	Actinobacteria;Actinobacteria
37043	Proteobacteria	23	NA;NA;NA;NA;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria	Gammaproteobacteria	NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria;Gammaproteobacteria
6517	Deinococcus-Thermus	2	Deinococcus-Thermus;Deinococcus-Thermus	Deinococci	Deinococci;Deinococci
62773	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
5897	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
38480	Nitrospirae	1	Nitrospirae	Nitrospira <class>	Nitrospira <class>
15023	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
57172	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
4226	Bacteroidetes/Chlorobi group	3	Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes;Bacteroidetes;Bacteroidetes
85510	Proteobacteria	1	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
2007	Proteobacteria	8	Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria	Gammaproteobacteria	NA;NA;NA;NA;NA;NA;Gammaproteobacteria;Gammaproteobacteria
93315	Firmicutes	1	Firmicutes	Clostridia	Clostridia
86841	Proteobacteria	1	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
6095	Proteobacteria	7	Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria	Betaproteobacteria	NA;NA;NA;NA;Betaproteobacteria;Betaproteobacteria;Betaproteobacteria
6389	Proteobacteria	1	Proteobacteria	NA	NA
64112	Proteobacteria	2	Proteobacteria;Proteobacteria	Betaproteobacteria	Betaproteobacteria;Betaproteobacteria
83601	Proteobacteria	1	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
39313	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
77645	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
32207	Proteobacteria	1	Proteobacteria	NA	NA
1117	Actinobacteria <phylum>	5	Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>	Actinobacteria	Actinobacteria;Actinobacteria;Actinobacteria;Actinobacteria;Actinobacteria
51377	Proteobacteria	4	Proteobacteria;Proteobacteria;Proteobacteria;Proteobacteria	Betaproteobacteria	Betaproteobacteria;Betaproteobacteria;Betaproteobacteria;Betaproteobacteria
24915	Proteobacteria	1	Proteobacteria	NA	NA
4530	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
6742	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
6859	Proteobacteria	1	Proteobacteria	NA	NA
8228	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
7221	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
66489	Proteobacteria	1	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
16644	Proteobacteria	3	Proteobacteria;Proteobacteria;Proteobacteria	Gammaproteobacteria	NA;NA;Gammaproteobacteria
20500	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
1529	unclassified Bacteria	2	NA;unclassified Bacteria	candidate division TM7	NA;candidate division TM7
18711	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
10473	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
81764	Aquificae <phylum>	2	Aquificae <phylum>;NA	Aquificae	Aquificae;NA
42676	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
88717	unclassified Bacteria	3	unclassified Bacteria;unclassified Bacteria;unclassified Bacteria	candidate division TM7	candidate division TM7;candidate division TM7;candidate division TM7
4042	Firmicutes	2	NA;Firmicutes	Bacilli	NA;Bacilli
65735	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
32734	Proteobacteria	1	Proteobacteria	NA	NA
18928	Proteobacteria	1	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
49766	Proteobacteria	2	Proteobacteria;Proteobacteria	Betaproteobacteria	Betaproteobacteria;Betaproteobacteria
3774	Proteobacteria	2	Proteobacteria;Proteobacteria	NA	NA
66252	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
18472	Deinococcus-Thermus	6	Deinococcus-Thermus;Deinococcus-Thermus;Deinococcus-Thermus;Deinococcus-Thermus;Deinococcus-Thermus;Deinococcus-Thermus	Deinococci	Deinococci;Deinococci;Deinococci;Deinococci;Deinococci;Deinococci
29255	Bacteroidetes/Chlorobi group	3	Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes;Bacteroidetes;Bacteroidetes
26537	Proteobacteria	2	Proteobacteria;Proteobacteria	Betaproteobacteria	NA;Betaproteobacteria
5101	Proteobacteria	1	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
65355	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
6738	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
56268	Bacteroidetes/Chlorobi group	3	Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes;Bacteroidetes;Bacteroidetes
62382	Deinococcus-Thermus	5	Deinococcus-Thermus;Deinococcus-Thermus;Deinococcus-Thermus;Deinococcus-Thermus;Deinococcus-Thermus	Deinococci	Deinococci;Deinococci;Deinococci;Deinococci;Deinococci
78999	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
77806	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
12173	Proteobacteria	1	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
26722	Proteobacteria	1	Proteobacteria	Betaproteobacteria	Betaproteobacteria
62989	Deinococcus-Thermus	1	Deinococcus-Thermus	Deinococci	Deinococci
39637	Proteobacteria	1	Proteobacteria	Betaproteobacteria	Betaproteobacteria
13843	Proteobacteria	1	Proteobacteria	Betaproteobacteria	Betaproteobacteria
91008	Proteobacteria	1	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
27729	Proteobacteria	2	Proteobacteria;Proteobacteria	Betaproteobacteria	NA;Betaproteobacteria
17844	Proteobacteria	1	Proteobacteria	NA	NA
6697	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
13102	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
32001	Proteobacteria	1	Proteobacteria	NA	NA
893	Proteobacteria	1	Proteobacteria	NA	NA
2309	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
3959	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
24136	Proteobacteria	1	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
73034	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
61091	Proteobacteria	2	Proteobacteria;Proteobacteria	NA	NA
74093	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
72169	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
13915	Proteobacteria	1	Proteobacteria	NA	NA
73454	Proteobacteria	1	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
40946	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
58419	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
53510	Proteobacteria	4	NA;Proteobacteria;Proteobacteria;Proteobacteria	Gammaproteobacteria	NA;NA;NA;Gammaproteobacteria
9020	Actinobacteria <phylum>	3	Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>	Actinobacteria	Actinobacteria;Actinobacteria;Actinobacteria
68133	Bacteroidetes/Chlorobi group	2	Bacteroidetes/Chlorobi group;Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes;Bacteroidetes
4156	Chloroflexi <phylum>	1	Chloroflexi <phylum>	Caldilineae	Caldilineae
52307	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
37785	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
41271	Proteobacteria	2	Proteobacteria;Proteobacteria	Gammaproteobacteria	Gammaproteobacteria;Gammaproteobacteria
1837	Actinobacteria <phylum>	2	Actinobacteria <phylum>;Actinobacteria <phylum>	Actinobacteria	Actinobacteria;Actinobacteria
3942	Proteobacteria	2	Proteobacteria;Proteobacteria	Alphaproteobacteria	Alphaproteobacteria;Alphaproteobacteria
36899	Actinobacteria <phylum>	3	Actinobacteria <phylum>;Actinobacteria <phylum>;Actinobacteria <phylum>	Actinobacteria	Actinobacteria;Actinobacteria;Actinobacteria
40385	Proteobacteria	1	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
29465	Proteobacteria	2	Proteobacteria;Proteobacteria	Alphaproteobacteria	Alphaproteobacteria;Alphaproteobacteria
12044	Proteobacteria	1	Proteobacteria	Betaproteobacteria	Betaproteobacteria
30038	Proteobacteria	1	Proteobacteria	NA	NA
49649	Proteobacteria	1	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
24195	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
89990	Proteobacteria	1	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria
20178	Proteobacteria	1	Proteobacteria	Betaproteobacteria	Betaproteobacteria
60835	Proteobacteria	1	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
15880	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
86707	Proteobacteria	1	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria
92548	Proteobacteria	1	Proteobacteria	NA	NA
14450	Proteobacteria	1	Proteobacteria	Betaproteobacteria	Betaproteobacteria
35765	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
17019	Proteobacteria	2	Proteobacteria;Proteobacteria	Gammaproteobacteria	NA;Gammaproteobacteria
65127	unclassified Bacteria	2	unclassified Bacteria;unclassified Bacteria	candidate division TM7	candidate division TM7;candidate division TM7
61761	Bacteroidetes/Chlorobi group	1	Bacteroidetes/Chlorobi group	Bacteroidetes	Bacteroidetes
3221	Actinobacteria <phylum>	1	Actinobacteria <phylum>	Actinobacteria	Actinobacteria
